balance,monthly_income,age,savings_goal,last_month_spending,num_transactions,avg_transaction,next_month_spending,spending_category
54565.92191001432,67443.38989033781,38,14319.271317945704,37864.874773009215,6,3608.3249983544483,25678.158673127054,0
13094.966900369654,39125.150175924195,35,11854.750354820546,20848.479997382085,8,3075.889642286023,30250.72049883502,1
91838.83618709039,57553.48258622055,22,45475.48456457457,11947.187611187219,25,534.033864219556,37944.76251173793,2
33290.19834400152,73158.66489417123,20,36956.09443091296,10770.967179779846,43,3416.674151555125,35857.237221139374,2
69627.00559185838,56951.79129093827,40,47182.029717394435,13399.627735448512,38,414.06408407725985,23031.72791483748,0
38053.99684804698,33977.56848521803,43,32148.131257172434,29854.642419758806,34,3021.098982794495,32112.841692755614,0
56806.121906002976,21464.046893392282,54,26303.039667271063,14553.249815602074,10,3723.947768386539,24675.066383965474,1
59203.92514089517,72205.9324340558,41,7687.24200369002,16949.88443615044,21,1133.7524640377571,24344.636151593902,2
26636.900997297435,21276.164651023228,36,35223.90266957134,20707.258139811518,43,4223.947836959593,9015.968541836715,0
97262.61649881027,72482.10036105197,42,31199.3941895704,36963.143814750976,29,248.7336471117209,9414.818030565322,1
79761.95410250031,51736.22804163272,38,49559.40021144297,11628.769625969613,9,4234.6830319257,23533.67652578601,0
94554.90474077703,76344.06191077377,29,15762.145000200937,5175.929341343109,9,2355.612348149549,14410.15407426523,2
90534.4615384884,67926.99414641992,58,28883.180987907614,7103.374363235955,24,1166.180905665058,5736.291586116402,0
63810.99809299767,79876.04663200025,50,34293.08008031327,36666.821958804125,20,755.5129104704432,30299.37213650743,2
92968.68115208052,41042.708927102605,21,34006.60286340547,27663.076269517707,45,4771.205121153625,6137.0308841557735,0
17964.325184672754,66031.29733586762,59,30258.209432678123,14556.421676473237,41,456.0613791476679,25834.689438641908,2
27638.457617723067,44115.85481655453,24,39961.76046472514,11201.737535391689,44,1075.5577576860358,23871.782794456005,1
14070.456001948427,48792.53721823453,39,14224.154428706739,15299.335782299002,13,1804.3295024219253,38908.514170223156,2
39279.72976869379,57650.3277931022,50,37653.22401234871,9017.892453794804,9,3139.1507599094903,21947.459877167457,1
44980.95607205338,72420.62685118034,34,32888.05571448901,37953.65185995544,46,2769.525317852882,7226.050273222907,2
34421.412859650634,79045.0081519577,41,45323.3800307558,32447.21610278434,6,715.6531128203385,24309.078873226157,1
84586.37582367365,66096.4048318711,51,43123.74975651118,21183.691191938924,13,1519.6671203172516,34438.36597156355,0
42107.799402423036,45066.00693004002,45,19181.6167609649,35273.691179032074,47,1269.883678321518,39889.724949850395,2
35284.10587186427,45281.42013662421,60,17430.679623881886,13731.03715026313,40,1146.3599870026728,20062.01107911754,0
58842.64748424236,64254.93809533349,58,49174.399573360155,30099.219896526774,26,2114.607248751937,16210.455987385987,1
22683.18024772864,34326.62874609814,56,28726.933141186546,34964.63746548102,26,3549.754117699119,36732.86539331997,2
82197.72826786357,26628.44678788368,39,45788.943376149655,17486.90490681454,26,1165.5193678644562,11693.474517664248,2
16709.557931179374,41277.32945844659,34,12374.646070121698,31511.25559077512,38,1896.7265105446088,26540.01202615243,0
98819.82429404656,37234.3394992449,51,33926.851166007844,15327.532224250828,33,2015.4953915216952,19200.00484633317,2
79502.02923669916,37778.48722735941,23,41443.708431226376,15459.999734066078,42,4884.6369942335095,6437.882773444435,2
27884.411338075515,34016.4650629946,63,47632.786231390106,8747.001249396511,37,4777.865148707438,17155.09660069942,0
10496.990541124216,22525.591378181714,23,20180.306345766054,20402.031627828954,22,4020.674155485172,14282.998287593611,2
83391.52856093507,21072.43608400483,51,37624.15264658236,30539.916727409778,11,1284.1287120140073,29013.19038802204,0
73617.16094628554,79263.34338416188,18,29246.585406782855,37907.728194994976,5,433.3828390491815,38207.667419217134,0
75610.64512368885,45666.38802415174,27,7728.301672991069,26132.894717518364,37,1652.8302748310614,14381.65155825232,0
79414.33120173511,43059.5988295809,38,36049.98817890245,35209.74382075087,5,1407.2932922257712,33401.30787030886,0
16664.018656068132,60778.83696158419,22,36054.34512070296,33787.31272515794,28,2579.03642071733,6937.593592844333,0
42261.915568984536,33095.23327190385,19,46877.30621809416,11067.00685413483,8,3910.866759332186,23834.23535139346,1
20428.215357261673,76997.67103701353,39,27379.060077603757,22003.610011942103,8,4305.782400506404,7469.25222984631,1
87679.30832880341,67180.70086493313,19,15361.29143197316,9092.3237433887,22,4239.834018511492,37691.15468957237,0
66096.83141448021,25364.66013873557,27,7005.372055190562,28875.360654657223,31,1862.410249993032,31822.294819508657,1
39780.82223673843,45054.8465470957,51,23703.898400865757,38246.488388612655,47,3467.4482829573462,28028.246892160732,1
15720.251525742127,72747.09845372988,33,18586.251503487583,9798.131032756479,36,1632.8875678686782,33836.373356863245,2
37988.4089544096,76683.92133748461,56,39248.9737710744,30685.909578088947,37,398.4371618523953,27663.19284495571,0
39266.49898240723,48044.090674992185,39,20942.049417847098,27128.335280375133,32,3537.669801454417,38913.05390110019,1
75664.55605042576,56804.68335264246,29,47708.20383416798,25426.17629528349,46,148.15500759196044,29988.528175267,2
67380.17242196918,30022.036765524514,41,48303.95913445029,18654.208214091872,45,2104.994678546594,37363.05133537864,2
89849.1468318694,79470.11756821859,64,32940.88655979686,17429.60767138344,40,1713.958419580171,23099.616220372332,0
52499.34326457544,33900.3020830066,57,46789.712915669734,6583.721615661075,10,3497.549938742377,9097.254454365193,0
20763.482134447153,76563.90644810753,55,39238.4455031523,12626.804788820471,20,3854.6028165258567,23486.2202498056,2
74192.03085006955,58978.79893954211,27,29608.683843880677,5531.190880038941,38,1590.0637162592907,9440.548982208265,0
78470.65437552077,56464.20769273155,52,13113.857094025016,25349.598695370718,27,4076.972370779782,25737.271771174175,0
60514.94778125466,50761.310660990515,49,25636.907458122798,8704.86325572681,46,1540.1921264741754,21887.257118468202,2
79387.04619591049,33840.18870306552,24,30239.35085131779,35555.67879104006,28,2286.99916393415,26790.13892414736,2
54441.603672795165,30591.681920330495,38,43878.27113307546,23310.005724400784,17,3662.390782369256,5351.644336919106,0
57045.95464437947,33229.17254421052,37,26660.00194410492,29489.146817054796,22,3495.309123201464,11819.417207937742,1
48478.69165226947,31186.29572865527,43,45395.36027050805,19379.998214417377,17,4938.10551432978,22196.56511692458,0
12287.721406968567,66775.06841400519,21,35345.7040560561,24620.293315036703,41,1203.2890186580662,38267.62465561972,1
19710.2284293974,41007.51555000381,63,11164.957837415212,37993.07119383207,47,3345.3577763439534,18426.316412430544,2
12828.626711806082,23470.56059380378,39,49774.16161962918,7895.691386828477,43,3087.4413505513094,19853.02091187721,1
67276.93701374024,78146.15780844868,32,28725.469733926067,13887.822017329365,46,4583.982427001147,30014.363115231776,2
38292.0382968694,73027.15309780554,57,22633.62333840855,32299.59144186905,21,866.1744940598877,26132.746505014133,0
55771.36220482325,75665.13699171279,38,34660.11940112869,8455.802240893305,19,3783.8110015759717,15462.415253441663,0
91680.98265334837,79694.46935878613,32,9900.199129146758,7648.13863664388,22,2884.5162197169648,19378.573844859973,2
32436.300623398743,30433.714953169238,39,33644.239103900945,17653.948956391352,27,1445.8627619607366,12619.492960003136,2
46934.46307320667,43774.52113415953,45,27420.620022467283,8225.87854653513,34,2424.731079321153,38810.7510695573,2
77999.60246887438,65494.308542245475,31,23300.33314993624,25477.745477217108,38,1735.5053256420092,9572.20335450759,0
30591.83489424602,61761.237083227534,44,47885.90095305046,12919.633778580994,8,2938.6356736634584,18014.287459824678,0
16928.191884591368,29233.754380391303,58,28514.287252942395,36349.428711978035,7,4456.102992991862,5904.3640277003915,1
36077.63076223912,68949.98749943706,57,14860.28657614723,32422.502829583984,11,2889.5944236197897,12762.282217674125,2
24509.9158528604,33466.43431019964,45,25653.35657197844,29489.682213481665,22,3195.439849800262,32316.489843305422,1
93672.78871083158,33429.05688935739,43,46372.43320577027,26593.04095845757,46,2641.8644508620764,12041.133130110782,0
82730.83416079753,52218.46537360481,19,12924.29620987676,35221.30056195122,11,350.71098158283195,7802.219088513796,1
67006.33808593811,55576.39609050219,42,14628.06674097066,12807.17215399649,44,1241.0069286928617,21605.861294558315,1
88431.4531168946,54805.17247026867,20,5586.330549068769,35558.80949674797,10,2510.8084742172055,5348.923215708147,0
82330.4869209203,25489.21024386529,25,5638.552222809523,32632.230444841833,26,1620.1528903490535,7966.815404921661,0
26791.305299743224,72647.65175782282,61,42322.62321313306,31185.628923568995,5,990.6416290298516,33266.905434704124,2
90330.309864098,35936.00255532237,50,37945.51730793301,24643.948732622343,8,2570.2509254003476,32001.567070086225,1
58540.801772408566,27770.89527696825,59,20976.847540338124,13618.545633971004,47,1681.7679878944666,37029.858714171365,0
82669.61396476562,73324.88479213863,52,36424.00207524077,19824.17705971637,33,1364.7274515497322,34908.04025687624,0
90648.21699311439,77339.0898937852,23,22784.26668394866,32774.97290885806,25,2373.528545457866,28911.144713393634,1
38620.312747467746,71727.65703592703,56,47880.35581990224,6112.246952506355,30,753.0928646026484,6831.650005523199,0
19904.67320749091,68570.96448349269,40,48517.37066417157,32371.77692423154,18,4645.954092069496,32399.701629533014,2
30514.16462877475,59314.518838341304,42,22675.719911420452,13402.475917064827,13,4351.740279804271,34592.87837941962,2
48439.70097636307,53051.442236548355,60,43439.985785339064,10050.822025256106,16,3567.340870128623,32967.875102018406,1
83621.32893302439,25219.20559468461,36,39789.006876385974,9049.546136310575,46,620.4477551834354,22796.766235780913,2
87465.7524930709,44507.192784241925,22,18949.997172730516,5953.750418278529,10,3901.7985469014957,13151.564352731857,0
10625.691747807163,42361.31102073884,28,15441.792300549769,23325.526982750853,24,4058.990907734193,34586.549149105434,0
55967.25723198092,35585.22702561957,29,25620.559267677523,12639.095544280532,28,3862.0466268002547,30450.698340904848,0
47566.99028339011,63405.2068213151,27,40160.697827648284,39630.1118022871,31,658.4328468842817,39326.64110360981,0
29989.702942365722,49752.54410472625,25,48207.550312793544,25105.286455527203,42,3255.1489896320472,10449.240921457651,1
20787.883060031454,24862.772954458876,41,39361.05809899577,9825.984427460364,12,4188.191499172053,12898.260406821926,2
40385.36542632652,33210.99211698868,45,43484.31432582665,29106.688928397787,5,2929.0316659763716,12412.935245852594,2
94861.87335212673,60995.525819575756,58,32137.893777673245,36421.02482784039,28,3267.396138617636,32738.891866746784,0
39088.26388186797,24567.85156941801,53,42593.35238789566,31081.282337936504,11,2345.9810491889,11541.755375754135,1
56691.15595690295,71072.41484292611,54,40298.9386101538,7675.395136380668,23,2690.665867431858,7333.094043815713,0
73271.706300566,49708.791620838456,38,21964.349386682603,36355.94634174308,26,268.44660592345355,39949.628230497,0
42726.66421413646,48835.19463959888,25,29839.56359543245,32787.528505098766,39,3230.9188076690943,5868.60240058022,1
97460.38744488647,55544.467079571055,26,41213.890489536265,10540.636503696503,34,499.09134316668,34233.54210556029,1
96620.25654479001,69480.85795550895,64,7072.553038548037,6812.50610564859,33,2231.5715122670945,17787.83945427285,0
32660.406624282776,40868.55247413158,32,41363.56770601235,24505.870136000798,26,1534.0099785702982,34456.54109152353,2
54752.36553031469,60680.96915354381,63,13004.965582206054,10461.253396899192,15,2772.596956037394,24411.717192390075,0
37079.047883509265,53943.91783974746,57,28160.762770464753,34210.68334083453,24,753.7400440637148,36557.0930320226,2
35635.64449397208,36021.696210165275,35,41372.394780017195,17541.71298350858,33,3489.052669669259,37416.75452451193,2
13319.825261907952,72717.79918130947,59,16421.94851705127,36951.23556578014,45,3995.556530949505,5318.43634482716,1
64860.790058190716,67845.56129641569,37,16061.334768776886,24799.0860249352,46,900.4368037414669,7639.426159747589,1
55241.11209059753,59507.11007950553,23,23124.397930801333,11393.533448388385,38,611.1341280242226,13762.555534979942,0
14633.087612499043,71034.9037456545,29,45258.92589099355,9885.960357593003,5,813.0258656580598,28426.03957272256,2
35078.18178129503,72037.65205758814,19,5019.925164674355,25176.535314521385,35,4397.925053302659,36089.52687790271,2
91743.92973699883,62501.778602902086,24,45562.23934888707,31665.92641518554,34,2688.127382606145,21097.968295288694,0
31560.570160027517,70220.79970182033,33,11921.31610887235,32352.697670976373,22,2389.5788804367626,26244.05906959929,0
23040.538488210077,61848.287700157016,20,49553.88692303669,14651.509155444845,21,622.887913601536,11597.494847844639,0
54050.74842498067,60808.446305618025,62,47968.11468673107,12148.636561925861,42,3282.8244331091128,33173.83918585899,1
98708.54086995406,57116.68269291106,20,27260.38353160775,5586.470657233384,18,4353.198000285941,38856.48389737144,0
31784.974436035038,65162.998373458475,44,28072.411151568267,28771.97029204093,27,4158.11075968492,14400.96265201091,0
70492.19926652906,29516.30631758442,60,26669.720312413443,7679.889045173864,29,3167.6680740059264,22318.908306019122,2
78545.76537958458,72852.2455519357,57,33594.964054678516,19726.642061807404,19,468.8657115932008,8014.063867723084,0
31387.37895931597,72310.61166471391,55,9082.476600571896,26058.875740640364,26,650.7454331624635,24569.782976203893,2
75539.47137506737,21754.83698207355,50,6467.807675370493,37798.81307218869,7,341.6140368381409,22597.42046463382,2
43100.48194473279,69549.00503388577,45,7596.6317787154485,15913.074793451902,23,1361.6481608130996,10055.276945427715,1
66907.52475342216,27732.192048406712,18,24996.440715868146,13742.025685628192,48,764.7411890858509,20472.317459132624,0
67017.67396848052,40107.13125554851,25,17399.657264876754,27895.605400013446,38,1374.235397236926,16693.662823029714,0
58219.721566728265,64610.49537749647,54,32991.78030669472,26673.36612187536,39,1986.7844730229122,23264.08063568163,2
18126.079304896746,29645.59376289849,49,49659.90302186505,16623.842415784362,5,4720.615641948565,25497.901740007972,1
85177.22460303141,69078.02144714372,60,22384.542788440966,37483.56424284253,25,3090.842692930291,5297.345251252333,1
38870.20584745622,69928.05067746452,54,30822.856434703102,34570.181462137145,33,4191.371549846515,31635.209403234436,0
26786.66593598688,50448.06402565017,21,23702.175315830096,12839.38910527784,10,3580.722353490428,29955.50021516093,2
13669.762739928752,20383.152303010014,47,43127.22504748367,13369.989090208312,41,651.2653395804956,17820.023517228277,0
63180.36488694177,37222.28799049476,23,45600.63815580071,22930.51214104782,5,3706.0099912323494,6852.757744908639,0
70980.79256580542,57015.61510254453,63,44481.0025492367,32075.023560575213,5,1447.9845196397098,31422.638892476763,0
11492.904603507053,78871.17068164541,36,48846.75074056659,6541.413278596254,31,3231.628450274061,38431.130616734634,0
56088.37524693529,57908.8116210001,49,6238.363331318688,29266.730380714733,25,1770.7136708506437,13405.305860770497,2
30384.619767814416,35588.214863849586,26,42791.727296548896,27688.256408373392,20,4988.59408999683,16323.361480796326,1
68065.5511368505,58040.34218597668,29,38829.747786759195,13101.803356954588,48,1391.4022495342113,11433.451131863523,0
25692.97861044923,52399.12278295133,28,15291.248423016415,28847.355463447206,44,1467.7393067939213,25192.76431706939,0
72184.39642922193,66790.72370906861,63,48034.40420243874,37906.41169382289,30,4660.294052255752,10419.448812660923,0
44806.181167048366,26418.838329617505,33,11668.006770347547,6637.5045740118985,20,220.75758271798108,17466.78802114828,0
94305.6989863061,65661.67415012169,18,35579.74672102588,16187.82193522219,32,3513.776040578665,29395.455487699204,1
22376.884973139393,52475.99472056662,62,15120.059756716062,20336.185083322434,5,3654.0993146058026,24604.059405327193,1
40695.97159452327,77779.52023153967,38,24412.12919483336,36474.112562364135,40,4198.255029310957,18526.189751477734,1
20212.616911653015,40512.329962321164,47,37362.195362505605,38679.15063132048,14,4874.752622128529,19708.73606326397,1
93222.42564507065,57957.313588036886,30,30349.6088914871,20544.03362737163,47,4880.449403867597,24673.88089181303,0
88960.5418042883,75921.68633060105,51,24237.582409765026,31250.994424976692,21,419.8561120756731,5205.265476050646,2
33214.74649436401,26150.583679440755,21,19685.229391939425,23608.135831756903,27,4127.012681489223,7747.845395876345,1
69398.56414307612,76233.70923418706,45,42784.684506895566,23822.402715948178,11,3266.9186749211685,35844.03237170541,1
83549.99801810943,61273.1433380488,55,11471.645764166617,14733.483027322476,48,3271.976458428147,7725.764618195177,0
59968.07304395161,24070.223546310313,48,24354.629443841004,12593.468605235783,11,728.9146404120045,29738.12586736768,0
57668.552052040584,38057.814016808974,44,45669.0907298814,15080.18710734144,48,3285.917115583701,37201.335743816846,0
31766.706181040652,62490.325318716896,22,43063.22977069855,24471.480253997775,19,4914.164644946114,14473.926150560588,0
18379.24910253093,24041.0360881263,42,23042.379311287103,6020.4315107731145,38,4567.91099074329,17967.200297083,2
90749.41821579941,54930.227610576396,20,39339.87636205887,36753.7130524742,49,2251.7402379437676,24912.24920456507,2
91037.62514469973,40752.983417177405,50,42042.23738189867,10469.929834242168,8,295.74506910186227,35859.81393735047,1
66979.13115459411,57254.93106604863,21,44999.93408016334,12703.10369049853,18,1875.2381010010038,37966.6955541147,2
40512.68119438306,22744.52202875077,42,29502.75960721526,23139.666175667622,18,4149.312526842721,30884.71368389438,1
41428.86171513948,72292.20836914258,37,14200.73987246203,29854.016821804777,20,3537.3455971793137,8031.69162991429,1
75336.01109832154,78409.33815064382,51,16488.908442676926,8350.516916053904,11,2350.783912410386,28420.39544371978,2
90739.92339573194,78132.67131714149,43,18306.26033187219,16119.314414150676,36,369.99752227827236,19360.630265543172,1
89837.77818386056,64979.10990457548,22,31721.1116364327,38903.6111951025,23,2191.784166334183,21474.534982187157,0
80188.79912718615,27805.17440783792,52,6476.433085787379,14182.003837333099,6,2398.2222046176294,6720.193662081197,1
67782.84815388589,65495.79175574135,45,33621.91109509858,15956.75507721014,14,4649.922111181266,11687.174877122536,0
17572.596849554393,21475.214987528092,46,21395.94072927044,34277.44717163117,21,3241.3219075525813,32667.976263677672,2
24546.58426851524,21327.413091739836,26,18285.881112033898,6757.505109165933,41,1627.0992916077796,20888.55915667509,2
90869.87696743713,39416.61314897248,55,44577.345682765685,21261.46090831398,16,2674.059495808535,15558.17845709021,1
64578.61536936309,49318.59142427995,23,25700.10780113595,18286.586755808457,10,423.6710083285843,18440.667588773536,0
10827.734645496668,66224.44506846758,36,9277.387048971175,16080.53659680279,26,4865.58435468371,34903.982966398806,1
19132.43885794289,60997.72259639031,61,42203.60456118111,14999.485791566758,36,1864.2935194605575,31214.96560917349,2
69715.15921972503,46754.1623826049,28,7143.856584642797,8198.093670114322,45,2441.5500390743655,14531.038901337897,1
10455.542546159682,36417.59997689995,19,37703.71508756885,16018.904027307708,24,1840.8914737609207,9112.564407433067,1
24472.724627574877,79827.47000946268,64,39825.77997967993,6506.8340950484,5,3444.307477569381,13819.93775754251,0
59386.04104299275,45570.87813415838,61,20867.117266798617,32333.735227555233,10,3344.937575815006,37226.475786915675,2
72270.5677923424,47083.22145978053,61,42115.4535325004,18937.97278853041,23,3605.0793215927647,25355.609324741436,1
68676.51335523406,29817.42927150015,26,28204.673263540404,20536.634131196908,22,1413.901825098412,23671.8073060674,0
30184.23785145038,67688.57292499577,38,25848.214397275857,36275.810525754605,10,1646.7755577039234,25873.775989236154,1
74096.12992127822,61620.93354688932,41,7043.147666091165,28031.924435142726,49,713.7310323714189,17810.989301128036,0
31352.417874712006,33246.176767325625,51,18051.313714200765,5282.068616974193,37,3311.9988620459517,33248.74571118294,0
39285.9728343341,24942.862736950563,39,46895.44868983849,38011.118803644975,27,295.0059239446975,23315.018725508744,1
77184.22646062217,60829.958124482786,20,22632.0783477575,13300.056309219892,27,3028.6434440649496,9086.176596907844,2
68466.96091424933,59270.672856868114,29,29601.523425054573,8766.49646659506,30,4361.509835773006,9517.279369017204,2
86430.106944476,36395.57161989256,45,28940.97555429133,31884.486243330877,17,4465.077526619204,23790.070127591644,0
69185.1603070309,77051.81373502463,47,31569.3990420212,22516.706055335137,11,2300.2850258128124,37779.957632479374,2
61147.77430019245,29063.473506854014,43,7759.893003947718,20181.969810630617,19,2350.5880722440616,15792.324258666957,0
18430.729104528324,45940.08806255611,38,21297.931465942773,13732.607788895963,48,477.14899673928505,35433.94091007264,2
43094.42227534902,76616.95521005592,45,37540.77232471494,24161.50214518115,31,3386.748624670875,31743.345530260776,1
33868.21309135529,45183.63901556734,43,14025.211298284232,14603.461182090561,30,4124.171159826943,13673.43550174174,2
31959.06790411752,58311.556859845135,50,14161.02698958622,36555.40518504736,37,1298.8097675630938,6271.926191068485,0
97570.9499277201,43855.663877767656,38,5454.077301006113,12532.156790661747,19,2164.374320003487,8564.654279983395,0
45378.79522000844,36452.912140920205,52,24686.686697369438,35952.43026595138,40,4210.312750149825,30497.28768466041,2
90284.1899659402,79038.6588775897,51,44723.04713030399,24579.189900457495,49,4397.890291545211,11988.440831422635,1
66802.47633975366,44560.04037890258,58,7335.542461428906,33997.08468633343,31,1291.581903294707,17994.482217688783,0
81533.01731874836,73645.95222074806,64,13600.341927320118,29949.609855133425,9,2797.796109252685,22559.47081022487,0
55237.33837946729,33797.276353465175,35,18953.804225423977,29384.3289002862,6,1043.2164381155526,30391.3858957557,0
61921.34961637232,32786.282241504996,28,37927.61314538958,16352.10326932695,37,599.2059442838271,8963.092814069389,0
54326.59244369775,21868.044973070682,40,33828.60167611639,13186.39260152712,20,4564.490456820592,19222.82418471115,0
27571.868901824004,59100.009522553104,39,23717.475706183475,12381.017968827586,27,4120.486770737335,21977.55181999434,1
75020.69037353547,42111.58062342567,34,39158.102266626905,35001.7079970856,42,3824.1710188355523,23928.94723900389,2
35269.51261967702,71861.49499037823,22,32433.395524560587,33714.9387090657,20,338.954962184388,33642.62244883258,1
12188.436978830845,48392.59440149343,61,45321.83598457486,20420.073480430758,18,4234.271084280262,11008.736826512592,1
68092.50663164511,78091.6056748833,28,41811.203711241185,9634.161472375912,33,2246.41597193638,33274.100813931786,0
25939.961146634407,31131.530942187266,47,16376.612274014025,18378.82881921104,30,1777.7361041497122,29250.744969382828,1
94641.27259176229,72117.39007733665,32,17214.73599353901,26677.020894791898,39,2777.7341690243447,24455.478496963577,0
95853.57193023287,66595.81116750451,44,10641.041410657353,20904.110406798347,19,547.6308893454236,29483.475464090017,1
92337.79511984036,66255.31067864312,52,20163.412657285542,32306.624396904823,7,3807.5680918267544,19420.620863307973,0
43314.28302299,70686.99368701325,50,49979.476342359245,39916.79877879849,27,2953.9318767526497,9843.91550888436,0
11391.095487598068,65661.43945657993,37,23258.802587677746,11689.62309571139,33,1014.2914746785209,28301.783409287855,1
93548.67063289529,57573.21929788492,33,14921.979561009788,21087.778688085036,38,1022.3377788683234,23363.53073399678,1
48536.57334855829,27874.692660943256,51,39311.72980139989,20084.43656722877,37,1002.8183927061037,27378.118018997142,2
96998.93371393027,21951.570769475115,19,29411.195155819525,15657.238646213278,45,379.3116990044765,16829.95733599715,2
96725.79793803276,75250.87086894122,52,11732.065228712865,11933.343085210136,45,2980.2124019212556,36740.33020689426,2
86770.8509920624,56999.01887124428,57,22131.03565223896,7299.224077138073,27,4217.70607018369,25557.945400145192,1
36500.40028626271,67792.23745857057,45,23651.137199270448,36049.17610282944,11,185.74124853820416,7989.086950180584,1
44658.79557417327,48891.341090753005,64,38922.33652561484,19694.704419021116,7,340.1227603592404,20743.139674655,0
86602.30043651712,27038.491337743668,56,5930.211600135701,22391.34314750171,36,2906.5743557660344,31472.4619160272,2
38522.98046406499,27511.147532153027,23,17105.88410592397,37092.971687032055,35,4115.528858391656,32794.70966062954,0
25254.347201748322,61133.917233738284,26,28291.83355919849,32170.166713058174,22,1701.0205637863046,22310.896846731557,0
